194, 205, 249, 1
194, 205, 249, 2
70, 81, 119, 4
70, 81, 119, 1
70, 81, 119, 2
71, 82, 120, 3
71, 82, 120, 1
72, 83, 121, 4
73, 84, 122, 2
74, 85, 123, 1
74, 85, 123, 3
74, 85, 123, 4
74, 85, 123, 2
75, 86, 124, 1
75, 86, 124, 4
76, 87, 125, 3
76, 87, 125, 1
76, 87, 125, 2
77, 85, 125, 3
78, 86, 126, 4
78, 86, 126, 1
77, 85, 125, 2
75, 83, 123, 4
76, 84, 124, 1
78, 86, 126, 3
81, 89, 129, 4
83, 91, 131, 2
85, 93, 133, 3
85, 93, 133, 1
85, 93, 133, 4
83, 91, 131, 1
82, 90, 130, 2
83, 91, 131, 3
84, 92, 132, 1
80, 88, 128, 2
81, 89, 129, 4
82, 90, 130, 1
84, 92, 132, 3
84, 92, 132, 1
84, 92, 132, 2
83, 91, 131, 4
82, 90, 130, 1
84, 92, 132, 4
81, 89, 129, 2
79, 87, 127, 1
79, 87, 127, 2
82, 90, 130, 3
83, 91, 131, 4
82, 90, 130, 1
78, 88, 128, 2
81, 91, 131, 3
80, 92, 132, 1
81, 93, 133, 2
81, 93, 133, 3
81, 93, 133, 4
81, 93, 133, 1
80, 92, 132, 3
79, 91, 131, 2
81, 93, 133, 1
80, 92, 132, 4
80, 92, 132, 1
79, 91, 131, 3
79, 91, 131, 4
78, 90, 130, 2
78, 90, 130, 1
75, 90, 129, 3
75, 90, 129, 2
75, 90, 129, 1
78, 88, 128, 4
79, 87, 127, 2
80, 86, 129, 1
79, 85, 128, 3
75, 84, 128, 4
69, 85, 128, 2
63, 84, 129, 1
153, 180, 224, 3
146, 178, 221, 1
150, 182, 225, 2
157, 186, 231, 4
164, 190, 236, 1
166, 189, 235, 3
168, 190, 238, 2
171, 192, 244, 1
173, 193, 248, 4
177, 197, 252, 3
183, 201, 254, 1
188, 205, 255, 2
193, 208, 255, 1
195, 210, 255, 4
197, 210, 254, 3
204, 213, 255, 1
208, 217, 255, 2
212, 220, 255, 3
217, 223, 255, 1
221, 226, 255, 4
223, 226, 255, 2
224, 226, 255, 1
222, 225, 255, 3
212, 218, 253, 4
209, 217, 254, 1
208, 216, 253, 3
207, 215, 252, 1
206, 214, 251, 4
206, 214, 251, 2
206, 214, 251, 3
206, 214, 251, 1
214, 222, 255, 3
214, 222, 255, 1
214, 222, 255, 4
212, 220, 255, 2
211, 219, 255, 1
209, 217, 254, 4
208, 216, 253, 3
206, 215, 252, 1
207, 217, 251, 4
206, 218, 252, 3
206, 218, 252, 1
206, 218, 252, 2
206, 218, 254, 3
206, 218, 254, 4
206, 217, 255, 1
207, 218, 255, 4
206, 217, 255, 2
206, 217, 255, 1
206, 216, 255, 1
205, 215, 255, 2
204, 214, 254, 3
204, 214, 254, 3
203, 213, 253, 1
203, 213, 253, 2
203, 211, 251, 3
203, 211, 251, 2
203, 211, 251, 4
204, 212, 252, 1
204, 212, 252, 4
204, 212, 252, 2
205, 213, 253, 1
205, 213, 253, 4
201, 209, 249, 2
204, 212, 252, 3
207, 215, 255, 1
209, 217, 255, 4
208, 216, 255, 1
207, 215, 255, 2
207, 215, 255, 1
208, 217, 255, 3
206, 218, 252, 4
